"","artistic","conventional","enterprising","investigative","realisitc","social","income","link","full_title","career_cluster","career_pathway","soc","title","link2"
"111",0,39,33,0,100,11,28250,"https://www.onetonline.org/link/details/43-5021.00","43-5021.00 - Couriers and Messengers","Transportation, Distribution & Logistics","Transportation Operations","43-5021.00","Couriers and Messengers","https://www.onetonline.org/link/details/43-5021.00"
"112",0,39,17,11,95,0,28270,"https://www.onetonline.org/link/details/51-6064.00","51-6064.00 - Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Manufacturing","Production","51-6064.00","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","https://www.onetonline.org/link/details/51-6064.00"
"113",0,22,11,11,95,0,28280,"https://www.onetonline.org/link/details/51-6061.00","51-6061.00 - Textile Bleaching and Dyeing Machine Operators and Tenders","Manufacturing","Production","51-6061.00","Textile Bleaching and Dyeing Machine Operators and Tenders","https://www.onetonline.org/link/details/51-6061.00"
"114",0,11,22,17,100,0,28310,"https://www.onetonline.org/link/details/45-3011.00","45-3011.00 - Fishers and Related Fishing Workers","Agriculture, Food & Natural Resources","Natural Resources Systems","45-3011.00","Fishers and Related Fishing Workers","https://www.onetonline.org/link/details/45-3011.00"
"115",0,95,72,0,11,39,28390,"https://www.onetonline.org/link/details/43-4171.00","43-4171.00 - Receptionists and Information Clerks","Business Management & Administration","Administrative Support","43-4171.00","Receptionists and Information Clerks","https://www.onetonline.org/link/details/43-4171.00"
"116",17,56,28,45,100,0,28390,"https://www.onetonline.org/link/details/49-3091.00","49-3091.00 - Bicycle Repairers","Transportation, Distribution & Logistics","Facility and Mobile Equipment Maintenance","49-3091.00","Bicycle Repairers","https://www.onetonline.org/link/details/49-3091.00"
"117",0,72,28,39,100,6,28420,"https://www.onetonline.org/link/details/51-3093.00","51-3093.00 - Food Cooking Machine Operators and Tenders","Manufacturing","Production","51-3093.00","Food Cooking Machine Operators and Tenders","https://www.onetonline.org/link/details/51-3093.00"
"118",50,17,78,0,11,83,28440,"https://www.onetonline.org/link/details/27-3012.00","27-3012.00 - Public Address System and Other Announcers","Arts, Audio/Video Technology & Communications","Performing Arts","27-3012.00","Public Address System and Other Announcers","https://www.onetonline.org/link/details/27-3012.00"
"119",0,72,11,61,100,6,28490,"https://www.onetonline.org/link/details/49-9098.00","49-9098.00 - Helpers--Installation, Maintenance, and Repair Workers","Architecture & Construction","Maintenance/Operations","49-9098.00","Helpers--Installation, Maintenance, and Repair Workers","https://www.onetonline.org/link/details/49-9098.00"
"120",0,56,17,17,100,17,28500,"https://www.onetonline.org/link/details/47-3016.00","47-3016.00 - Helpers--Roofers","Architecture & Construction","Construction","47-3016.00","Helpers--Roofers","https://www.onetonline.org/link/details/47-3016.00"
"121",11,83,33,39,100,0,28500,"https://www.onetonline.org/link/details/51-3092.00","51-3092.00 - Food Batchmakers","Manufacturing","Production","51-3092.00","Food Batchmakers","https://www.onetonline.org/link/details/51-3092.00"
"122",0,28,6,0,100,0,28510,"https://www.onetonline.org/link/details/53-7063.00","53-7063.00 - Machine Feeders and Offbearers","Manufacturing","Production","53-7063.00","Machine Feeders and Offbearers","https://www.onetonline.org/link/details/53-7063.00"
"123",11,11,11,22,100,0,28530,"https://www.onetonline.org/link/details/45-3021.00","45-3021.00 - Hunters and Trappers","Agriculture, Food & Natural Resources","Natural Resources Systems","45-3021.00","Hunters and Trappers","https://www.onetonline.org/link/details/45-3021.00"
"124",50,22,45,0,95,17,28600,"https://www.onetonline.org/link/details/51-6052.00","51-6052.00 - Tailors, Dressmakers, and Custom Sewers","Human Services","Personal Care Services","51-6052.00","Tailors, Dressmakers, and Custom Sewers","https://www.onetonline.org/link/details/51-6052.00"
"125",11,17,6,0,100,0,28640,"https://www.onetonline.org/link/details/49-9093.00","49-9093.00 - Fabric Menders, Except Garment","Manufacturing","Maintenance, Installation & Repair","49-9093.00","Fabric Menders, Except Garment","https://www.onetonline.org/link/details/49-9093.00"
"126",0,95,61,0,33,45,28700,"https://www.onetonline.org/link/details/43-2011.00","43-2011.00 - Switchboard Operators, Including Answering Service","Business Management & Administration","Administrative Support","43-2011.00","Switchboard Operators, Including Answering Service","https://www.onetonline.org/link/details/43-2011.00"
"127",11,28,22,0,95,6,28760,"https://www.onetonline.org/link/details/47-3014.00","47-3014.00 - Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Architecture & Construction","Construction","47-3014.00","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","https://www.onetonline.org/link/details/47-3014.00"
"128",28,56,11,39,100,0,28830,"https://www.onetonline.org/link/details/51-9022.00","51-9022.00 - Grinding and Polishing Workers, Hand","Manufacturing","Production","51-9022.00","Grinding and Polishing Workers, Hand","https://www.onetonline.org/link/details/51-9022.00"
"129",17,45,28,45,100,45,28880,"https://www.onetonline.org/link/details/39-2011.00","39-2011.00 - Animal Trainers","Hospitality & Tourism","Recreation, Amusements & Attractions","39-2011.00","Animal Trainers","https://www.onetonline.org/link/details/39-2011.00"
"130",6,95,11,6,95,6,28890,"https://www.onetonline.org/link/details/51-9199.01","51-9199.01 - Recycling and Reclamation Workers","Manufacturing","Production","51-9199.00","Production Workers, All Other","https://www.onetonline.org/link/details/51-9199.01"
"131",6,95,11,6,95,6,28890,"https://www.onetonline.org/link/details/51-9199.01","51-9199.01 - Recycling and Reclamation Workers","Manufacturing","Production","51-9199.01","Recycling and Reclamation Workers","https://www.onetonline.org/link/details/51-9199.01"
"132",78,17,39,28,17,100,28990,"https://www.onetonline.org/link/details/25-2011.00","25-2011.00 - Preschool Teachers, Except Special Education","Education & Training","Teaching/Training","25-2011.00","Preschool Teachers, Except Special Education","https://www.onetonline.org/link/details/25-2011.00"
"133",11,67,0,39,100,0,29080,"https://www.onetonline.org/link/details/51-7041.00","51-7041.00 - Sawing Machine Setters, Operators, and Tenders, Wood","Manufacturing","Production","51-7041.00","Sawing Machine Setters, Operators, and Tenders, Wood","https://www.onetonline.org/link/details/51-7041.00"
"134",11,61,6,45,100,0,29110,"https://www.onetonline.org/link/details/51-7042.00","51-7042.00 - Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Manufacturing","Production","51-7042.00","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","https://www.onetonline.org/link/details/51-7042.00"
"135",17,39,17,17,61,100,29200,"https://www.onetonline.org/link/details/31-2012.00","31-2012.00 - Occupational Therapy Aides","Health Science","Therapeutic Services","31-2012.00","Occupational Therapy Aides","https://www.onetonline.org/link/details/31-2012.00"
"136",11,72,11,33,100,0,29350,"https://www.onetonline.org/link/details/51-9111.00","51-9111.00 - Packaging and Filling Machine Operators and Tenders","Manufacturing","Production","51-9111.00","Packaging and Filling Machine Operators and Tenders","https://www.onetonline.org/link/details/51-9111.00"
"137",0,83,95,6,50,33,29380,"https://www.onetonline.org/link/details/41-2022.00","41-2022.00 - Parts Salespersons","Marketing","Professional Sales","41-2022.00","Parts Salespersons","https://www.onetonline.org/link/details/41-2022.00"
"138",0,33,17,11,100,0,29410,"https://www.onetonline.org/link/details/51-3091.00","51-3091.00 - Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Manufacturing","Production","51-3091.00","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","https://www.onetonline.org/link/details/51-3091.00"
"139",6,95,22,22,83,6,29620,"https://www.onetonline.org/link/details/43-9051.00","43-9051.00 - Mail Clerks and Mail Machine Operators, Except Postal Service","Business Management & Administration","Administrative Support","43-9051.00","Mail Clerks and Mail Machine Operators, Except Postal Service","https://www.onetonline.org/link/details/43-9051.00"
"140",6,56,22,17,100,6,29860,"https://www.onetonline.org/link/details/47-3012.00","47-3012.00 - Helpers--Carpenters","Architecture & Construction","Construction","47-3012.00","Helpers--Carpenters","https://www.onetonline.org/link/details/47-3012.00"
"141",0,22,11,6,100,0,29890,"https://www.onetonline.org/link/details/47-3015.00","47-3015.00 - Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Architecture & Construction","Construction","47-3015.00","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","https://www.onetonline.org/link/details/47-3015.00"
"142",0,28,6,6,100,0,29950,"https://www.onetonline.org/link/details/51-9192.00","51-9192.00 - Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Manufacturing","Production","51-9192.00","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","https://www.onetonline.org/link/details/51-9192.00"
"143",39,17,95,0,61,61,30080,"https://www.onetonline.org/link/details/39-5094.00","39-5094.00 - Skincare Specialists","Human Services","Personal Care Services","39-5094.00","Skincare Specialists","https://www.onetonline.org/link/details/39-5094.00"
"144",0,17,11,11,100,0,30110,"https://www.onetonline.org/link/details/45-2091.00","45-2091.00 - Agricultural Equipment Operators","Agriculture, Food & Natural Resources","Power, Structural & Technical Systems","45-2091.00","Agricultural Equipment Operators","https://www.onetonline.org/link/details/45-2091.00"
"145",0,100,45,22,61,22,30120,"https://www.onetonline.org/link/details/43-4071.00","43-4071.00 - File Clerks","Business Management & Administration","Administrative Support","43-4071.00","File Clerks","https://www.onetonline.org/link/details/43-4071.00"
"146",28,39,72,0,28,78,30150,"https://www.onetonline.org/link/details/39-6012.00","39-6012.00 - Concierges","Hospitality & Tourism","Lodging","39-6012.00","Concierges","https://www.onetonline.org/link/details/39-6012.00"
"147",0,100,39,17,61,11,30180,"https://www.onetonline.org/link/details/43-5111.00","43-5111.00 - Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Manufacturing","Quality Assurance","43-5111.00","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","https://www.onetonline.org/link/details/43-5111.00"
"148",11,83,83,39,39,11,30240,"https://www.onetonline.org/link/details/33-9099.02","33-9099.02 - Retail Loss Prevention Specialists","Law, Public Safety, Corrections & Security","Security & Protective Services","33-9099.00","Protective Service Workers, All Other","https://www.onetonline.org/link/details/33-9099.02"
"149",11,83,83,39,39,11,30240,"https://www.onetonline.org/link/details/33-9099.02","33-9099.02 - Retail Loss Prevention Specialists","Law, Public Safety, Corrections & Security","Security & Protective Services","33-9099.02","Retail Loss Prevention Specialists","https://www.onetonline.org/link/details/33-9099.02"
"150",6,39,11,28,95,6,30540,"https://www.onetonline.org/link/details/47-3013.00","47-3013.00 - Helpers--Electricians","Architecture & Construction","Construction","47-3013.00","Helpers--Electricians","https://www.onetonline.org/link/details/47-3013.00"
"151",0,67,61,17,100,11,30720,"https://www.onetonline.org/link/details/51-2092.00","51-2092.00 - Team Assemblers","Manufacturing","Production","51-2092.00","Team Assemblers","https://www.onetonline.org/link/details/51-2092.00"
"152",28,28,11,6,100,6,30820,"https://www.onetonline.org/link/details/51-9123.00","51-9123.00 - Painting, Coating, and Decorating Workers","Manufacturing","Production","51-9123.00","Painting, Coating, and Decorating Workers","https://www.onetonline.org/link/details/51-9123.00"
"153",0,67,11,50,100,0,30860,"https://www.onetonline.org/link/details/51-9193.00","51-9193.00 - Cooling and Freezing Equipment Operators and Tenders","Manufacturing","Production","51-9193.00","Cooling and Freezing Equipment Operators and Tenders","https://www.onetonline.org/link/details/51-9193.00"
"154",6,61,50,11,95,6,30890,"https://www.onetonline.org/link/details/51-3021.00","51-3021.00 - Butchers and Meat Cutters","Manufacturing","Production","51-3021.00","Butchers and Meat Cutters","https://www.onetonline.org/link/details/51-3021.00"
"155",28,39,22,0,100,11,30890,"https://www.onetonline.org/link/details/51-9194.00","51-9194.00 - Etchers and Engravers","Manufacturing","Production","51-9194.00","Etchers and Engravers","https://www.onetonline.org/link/details/51-9194.00"
"156",0,100,39,28,56,0,30930,"https://www.onetonline.org/link/details/43-9021.00","43-9021.00 - Data Entry Keyers","Business Management & Administration","Administrative Support","43-9021.00","Data Entry Keyers","https://www.onetonline.org/link/details/43-9021.00"
"157",6,39,28,11,100,22,30960,"https://www.onetonline.org/link/details/49-9095.00","49-9095.00 - Manufactured Building and Mobile Home Installers","Architecture & Construction","Construction","49-9095.00","Manufactured Building and Mobile Home Installers","https://www.onetonline.org/link/details/49-9095.00"
"158",0,45,17,22,100,0,30960,"https://www.onetonline.org/link/details/51-9083.00","51-9083.00 - Ophthalmic Laboratory Technicians","Manufacturing","Production","51-9083.00","Ophthalmic Laboratory Technicians","https://www.onetonline.org/link/details/51-9083.00"
"159",0,67,39,11,100,39,31060,"https://www.onetonline.org/link/details/53-3022.00","53-3022.00 - Bus Drivers, School or Special Client","Transportation, Distribution & Logistics","Transportation Operations","53-3022.00","Bus Drivers, School or Special Client","https://www.onetonline.org/link/details/53-3022.00"
"160",11,67,6,45,100,0,31090,"https://www.onetonline.org/link/details/51-4072.00","51-4072.00 - Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Manufacturing","Production","51-4072.00","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","https://www.onetonline.org/link/details/51-4072.00"
